Number,Location,Site,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,
675,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.2,17.7,0.063,UAE18---_HETEVULG_15.2,25.49257,56.36386,NPNT-Lot,mottled dorsal
1066,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.4,16.3,0.063,UAE18---_HETEVULG_13.4,25.48209,56.36566,NPNT-Lot,
1572,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,12.4,15.3,0.063,UAE18---_HETEVULG_12.4,25.48241,56.36623,NPNT-Lot,
335,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,335,UAE18335,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.11,17.5,0.065,UAE18335_HETEVULG_14.11,25.48247,56.36955,Vial,mottled dorsal
1535,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.3,16.5,0.065,UAE18---_HETEVULG_13.3,25.48241,56.36623,NPNT-Lot,
1266,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,808,UAE18808,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.2,17.5,0.067,UAE18808_HETEVULG_14.2,25.60254,56.35142,Vial,
1094,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.4,17.2,0.069,UAE18---_HETEVULG_14.4,25.48209,56.36566,NPNT-Lot,
676,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.4,19.2,0.07,UAE18---_HETEVULG_16.4,25.49257,56.36386,NPNT-Lot,mottled dorsal
1055,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.4,16.2,0.07,UAE18---_HETEVULG_13.4,25.48209,56.36566,NPNT-Lot,
1538,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.5,17.1,0.07,UAE18---_HETEVULG_14.5,25.48241,56.36623,NPNT-Lot,
367,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.8,18.1,0.071,UAE18---_HETEVULG_14.8,25.48247,56.36955,NPNT-Lot,mottled dorsal
1087,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.6,16.9,0.071,UAE18---_HETEVULG_14.6,25.48209,56.36566,NPNT-Lot,
378,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.2,17.6,0.073,UAE18---_HETEVULG_14.2,25.48247,56.36955,NPNT-Lot,mottled dorsal
385,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.6,18.3,0.073,UAE18---_HETEVULG_14.6,25.48247,56.36955,NPNT-Lot,mottled dorsal
1327,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.1,16.4,0.073,UAE18---_HETEVULG_14.1,25.60254,56.35142,NPNT-Lot,
1334,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.6,16.4,0.074,UAE18---_HETEVULG_13.6,25.60254,56.35142,NPNT-Lot,
390,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.4,17.1,0.075,UAE18---_HETEVULG_13.4,25.48247,56.36955,NPNT-Lot,mottled dorsal
1056,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.7,17.4,0.076,UAE18---_HETEVULG_14.7,25.48209,56.36566,NPNT-Lot,
1156,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,726,UAE18726,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.7,18.4,0.077,UAE18726_HETEVULG_15.7,25.60345,56.35132,Vial,
331,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,331,UAE18331,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15,18.8,0.078,UAE18331_HETEVULG_15,25.48247,56.36955,Vial,
341,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,341,UAE18341,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.2,19.6,0.08,UAE18341_HETEVULG_16.2,25.48247,56.36955,Vial,mottled dorsal
873,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.9,17.7,0.08,UAE18---_HETEVULG_14.9,25.49257,56.36386,NPNT-Lot,mottled dorsal
343,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,343,UAE18343,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15,19.4,0.081,UAE18343_HETEVULG_15,25.48247,56.36955,Vial,mottled dorsal
1063,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.1,18.7,0.081,UAE18---_HETEVULG_15.1,25.48209,56.36566,NPNT-Lot,
1305,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.2,16.2,0.081,UAE18---_HETEVULG_13.2,25.60254,56.35142,NPNT-Lot,
1544,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.3,17,0.081,UAE18---_HETEVULG_14.3,25.48241,56.36623,NPNT-Lot,
1064,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.2,18.2,0.084,UAE18---_HETEVULG_15.2,25.48209,56.36566,NPNT-Lot,
1446,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.8,18.2,0.084,UAE18---_HETEVULG_14.8,25.49206,56.36461,NPNT-Lot,
684,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.5,18.7,0.085,UAE18---_HETEVULG_15.5,25.49257,56.36386,NPNT-Lot,mottled dorsal
851,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.7,16.9,0.085,UAE18---_HETEVULG_13.7,25.49257,56.36386,NPNT-Lot,mottled dorsal
816,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.4,17.9,0.087,UAE18---_HETEVULG_14.4,25.49257,56.36386,NPNT-Lot,mottled dorsal
677,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.6,19.5,0.088,UAE18---_HETEVULG_16.6,25.49257,56.36386,NPNT-Lot,mottled dorsal
1585,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.2,18.6,0.089,UAE18---_HETEVULG_15.2,25.48241,56.36623,NPNT-Lot,
384,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.7,19.7,0.09,UAE18---_HETEVULG_15.7,25.48247,56.36955,NPNT-Lot,mottled dorsal
389,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.7,18.1,0.09,UAE18---_HETEVULG_14.7,25.48247,56.36955,NPNT-Lot,mottled dorsal
1162,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,732,UAE18732,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15,18.9,0.09,UAE18732_HETEVULG_15,25.60345,56.35132,Vial,
1579,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15,17.5,0.091,UAE18---_HETEVULG_15,25.48241,56.36623,NPNT-Lot,
1449,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.3,18.9,0.092,UAE18---_HETEVULG_15.3,25.49206,56.36461,NPNT-Lot,
376,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.9,19.4,0.093,UAE18---_HETEVULG_15.9,25.48247,56.36955,NPNT-Lot,mottled dorsal
679,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.3,20.6,0.093,UAE18---_HETEVULG_16.3,25.49257,56.36386,NPNT-Lot,mottled dorsal
1057,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.7,19.1,0.093,UAE18---_HETEVULG_15.7,25.48209,56.36566,NPNT-Lot,
1084,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.6,18.8,0.094,UAE18---_HETEVULG_15.6,25.48209,56.36566,NPNT-Lot,
1085,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.4,18.4,0.094,UAE18---_HETEVULG_15.4,25.48209,56.36566,NPNT-Lot,
485,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.1,20.2,0.095,UAE18---_HETEVULG_16.1,25.49182,56.36369,NPNT-Lot,mottled dorsal
382,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.9,19.1,0.097,UAE18---_HETEVULG_15.9,25.48247,56.36955,NPNT-Lot,mottled dorsal
1541,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.4,18.7,0.098,UAE18---_HETEVULG_15.4,25.48241,56.36623,NPNT-Lot,
1160,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,730,UAE18730,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.8,19.4,0.099,UAE18730_HETEVULG_15.8,25.60345,56.35132,Vial,
1081,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.2,20.5,0.102,UAE18---_HETEVULG_15.2,25.48209,56.36566,NPNT-Lot,
1566,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.8,19,0.102,UAE18---_HETEVULG_15.8,25.48241,56.36623,NPNT-Lot,
1557,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.4,18.6,0.103,UAE18---_HETEVULG_15.4,25.48241,56.36623,NPNT-Lot,
371,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.4,20.6,0.104,UAE18---_HETEVULG_16.4,25.48247,56.36955,NPNT-Lot,mottled dorsal
484,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.4,20,0.105,UAE18---_HETEVULG_16.4,25.49182,56.36369,NPNT-Lot,mottled dorsal
864,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.8,17.2,0.105,UAE18---_HETEVULG_13.8,25.49257,56.36386,NPNT-Lot,mottled dorsal
392,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.4,19.8,0.106,UAE18---_HETEVULG_16.4,25.48247,56.36955,NPNT-Lot,mottled dorsal
831,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.9,27.8,0.106,UAE18---_HETEVULG_22.9,25.49257,56.36386,NPNT-Lot,mottled dorsal
1039,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.6,17.3,0.107,UAE18---_HETEVULG_14.6,25.48209,56.36566,NPNT-Lot,
1543,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.8,19,0.107,UAE18---_HETEVULG_15.8,25.48241,56.36623,NPNT-Lot,
1445,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.5,19.5,0.108,UAE18---_HETEVULG_16.5,25.49206,56.36461,NPNT-Lot,
874,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.8,18.6,0.109,UAE18---_HETEVULG_15.8,25.49257,56.36386,NPNT-Lot,mottled dorsal
839,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.6,19.2,0.11,UAE18---_HETEVULG_15.6,25.49257,56.36386,NPNT-Lot,mottled dorsal
381,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.9,20.6,0.111,UAE18---_HETEVULG_16.9,25.48247,56.36955,NPNT-Lot,mottled dorsal
1563,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.5,20.1,0.111,UAE18---_HETEVULG_16.5,25.48241,56.36623,NPNT-Lot,
463,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,405,UAE18405,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17,20.5,0.112,UAE18405_HETEVULG_17,25.49182,56.36369,Vial,mottled dorsal
1159,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,729,UAE18729,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.3,20.2,0.112,UAE18729_HETEVULG_17.3,25.60345,56.35132,Vial,
799,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.6,17.4,0.113,UAE18---_HETEVULG_14.6,25.49257,56.36386,NPNT-Lot,mottled dorsal
1540,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.6,19.6,0.113,UAE18---_HETEVULG_16.6,25.48241,56.36623,NPNT-Lot,
1542,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.3,18.4,0.115,UAE18---_HETEVULG_15.3,25.48241,56.36623,NPNT-Lot,
368,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.1,21.2,0.117,UAE18---_HETEVULG_17.1,25.48247,56.36955,NPNT-Lot,mottled dorsal
826,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.1,17.8,0.117,UAE18---_HETEVULG_15.1,25.49257,56.36386,NPNT-Lot,mottled dorsal
1047,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.7,18.9,0.117,UAE18---_HETEVULG_15.7,25.48209,56.36566,NPNT-Lot,
1051,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.2,19.4,0.117,UAE18---_HETEVULG_16.2,25.48209,56.36566,NPNT-Lot,
1450,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.8,20.6,0.117,UAE18---_HETEVULG_16.8,25.49206,56.36461,NPNT-Lot,
1150,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,720,UAE18720,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.3,19.6,0.118,UAE18720_HETEVULG_17.3,25.60345,56.35132,Vial,
1437,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.3,21.3,0.118,UAE18---_HETEVULG_17.3,25.49206,56.36461,NPNT-Lot,
815,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.1,19.6,0.119,UAE18---_HETEVULG_16.1,25.49257,56.36386,NPNT-Lot,mottled dorsal
1037,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.1,19.9,0.12,UAE18---_HETEVULG_16.1,25.48209,56.36566,NPNT-Lot,
1080,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.6,20.3,0.12,UAE18---_HETEVULG_16.6,25.48209,56.36566,NPNT-Lot,
372,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.7,20.4,0.121,UAE18---_HETEVULG_16.7,25.48247,56.36955,NPNT-Lot,mottled dorsal
1312,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.1,20.9,0.122,UAE18---_HETEVULG_17.1,25.60254,56.35142,NPNT-Lot,
1531,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.4,21.4,0.124,UAE18---_HETEVULG_17.4,25.48241,56.36623,NPNT-Lot,
1043,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.7,19.9,0.125,UAE18---_HETEVULG_16.7,25.48209,56.36566,NPNT-Lot,
844,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.2,19.3,0.127,UAE18---_HETEVULG_16.2,25.49257,56.36386,NPNT-Lot,mottled dorsal
1546,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.7,20.1,0.127,UAE18---_HETEVULG_16.7,25.48241,56.36623,NPNT-Lot,
756,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,554,UAE18554,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.4,20.4,0.128,UAE18554_HETEVULG_17.4,25.49257,56.36386,Vial,
1157,GoO,Dibba,DibbaII,B15,Rockyreef,3/5/18,7.1,240,UAE18,727,UAE18727,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.1,20.9,0.128,UAE18727_HETEVULG_17.1,25.60345,56.35132,Vial,
1091,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18,20.5,0.129,UAE18---_HETEVULG_18,25.48209,56.36566,NPNT-Lot,
403,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.6,20.9,0.13,UAE18---_HETEVULG_17.6,25.48247,56.36955,NPNT-Lot,black dorsal
1075,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.3,22.4,0.13,UAE18---_HETEVULG_17.3,25.48209,56.36566,NPNT-Lot,
674,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.2,21.6,0.131,UAE18---_HETEVULG_17.2,25.49257,56.36386,NPNT-Lot,mottled dorsal
1090,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.5,20.2,0.131,UAE18---_HETEVULG_17.5,25.48209,56.36566,NPNT-Lot,
1435,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.6,21,0.131,UAE18---_HETEVULG_17.6,25.49206,56.36461,NPNT-Lot,
860,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16,20,0.132,UAE18---_HETEVULG_16,25.49257,56.36386,NPNT-Lot,mottled dorsal
397,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.1,22,0.135,UAE18---_HETEVULG_18.1,25.48247,56.36955,NPNT-Lot,mottled dorsal
1083,GoO,SharmRock,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.5,20.9,0.135,UAE18---_HETEVULG_17.5,25.48209,56.36566,NPNT-Lot,
667,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18,21.5,0.136,UAE18---_HETEVULG_18,25.49257,56.36386,NPNT-Lot,black dorsal
1265,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,807,UAE18807,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.8,20.7,0.136,UAE18807_HETEVULG_16.8,25.60254,56.35142,Vial,
1581,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.7,20,0.136,UAE18---_HETEVULG_16.7,25.48241,56.36623,NPNT-Lot,
379,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.9,21.1,0.138,UAE18---_HETEVULG_16.9,25.48247,56.36955,NPNT-Lot,mottled dorsal
369,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.4,22.5,0.139,UAE18---_HETEVULG_18.4,25.48247,56.36955,NPNT-Lot,mottled dorsal
867,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.3,20.1,0.139,UAE18---_HETEVULG_16.3,25.49257,56.36386,NPNT-Lot,mottled dorsal
1318,GoO,Dibba,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.9,19.9,0.139,UAE18---_HETEVULG_16.9,25.60254,56.35142,NPNT-Lot,
344,GoO,SharmRock,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,344,UAE18344,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.3,22.7,0.14,UAE18344_HETEVULG_18.3,25.48247,56.36955,Vial,black dorsal
605,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,472,UAE18472,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.3,22,0.14,UAE18472_HETEVULG_18.3,25.49257,56.36386,Vial,
869,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.1,20.6,0.14,UAE18---_HETEVULG_17.1,25.49257,56.36386,NPNT-Lot,mottled dorsal
